no,facility,type,jigyosyo_cd,service_cd,vacancy,capacity,waiting_count,vacancy_date,public_value,checked_at_jst,feature_http_status,detail_http_status,status,error,feature_url,detail_url
675,レーベンハウス,介護老人保健施設,1357080468-00,520,2,100,53,2017-07-11,2/100人,2026-09-20T19:26:31+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080468-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080468-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
676,成仁介護老人保健施設 (通リハ休止~R9年3月31日まで),介護老人保健施設,1357080690-00,520,,95,0,,,2026-09-20T19:26:33+09:00,200,200,ok_partial_public_value,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080690-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080690-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
677,いずみ,介護老人保健施設,1357081003-00,520,18,100,0,2024-11-29,18/100人,2026-09-20T19:26:36+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357081003-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357081003-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
678,介護老人保健施設梅の木,介護老人保健施設,1357081094-00,520,,144,0,,,2026-09-20T19:26:38+09:00,200,200,ok_partial_public_value,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357081094-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357081094-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
679,介護老人保健施設ひばり,介護老人保健施設,1357081136-00,520,5,120,0,2025-08-13,5/120人,2026-09-20T19:26:40+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357081136-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357081136-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
680,医療法人社団 大坪会 介護老人保健施設 ホスピア東和,介護老人保健施設,1357081367-00,520,5,172,4,2025-08-05,5/172人,2026-09-20T19:26:42+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357081367-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357081367-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
681,水野介護老人保健施設,介護老人保健施設,1352180010-00,520,0,0,11,2016-08-27,0/0人,2026-09-20T19:26:45+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1352180010-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1352180010-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
682,千壽介護老人保健施設,介護老人保健施設,1352180028-00,520,0,0,12,2024-11-06,0/0人,2026-09-20T19:26:47+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1352180028-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1352180028-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
683,介護老人保健施設 あさひ,介護老人保健施設,1352180036-00,520,20,126,0,2024-10-23,20/126人,2026-09-20T19:26:49+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1352180036-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1352180036-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
684,介護老人保健施設イ ルアカーサ,介護老人保健施設,1352180044-00,520,59,100,5,2014-08-28,59/100人,2026-09-20T19:26:52+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1352180044-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1352180044-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
685,介護老人保健施設葵 の園・椿,介護老人保健施設,1352180051-00,520,4,150,0,2025-08-05,4/150人,2026-09-20T19:26:54+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1352180051-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1352180051-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
686,東京愛育苑ケアレジデンス,介護老人保健施設,1357080054-00,520,0,0,0,2025-03-13,0/0人,2026-09-20T19:26:56+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080054-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080054-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
687,花の木,介護老人保健施設,1357080385-00,520,0,0,0,2017-08-01,0/0人,2026-09-20T19:26:58+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080385-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080385-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
688,アルターかつしかばし,介護老人保健施設,1357080484-00,520,0,77,8,2023-07-26,0/77人,2026-09-20T19:27:01+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080484-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080484-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
689,葛飾ロイヤルケアセンター,介護老人保健施設,1357080963-00,520,2,150,5,2025-08-07,2/150人,2026-09-20T19:27:03+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080963-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080963-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
690,ケア新小岩,介護老人保健施設,1357080989-00,520,0,0,2,2016-09-04,0/0人,2026-09-20T19:27:05+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080989-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080989-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
691,介護老人保健施設お 花茶屋ロイヤルケアセンター,介護老人保健施設,1357081433-00,520,3,150,0,2026-09-17,3/150人,2026-09-20T19:27:08+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357081433-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357081433-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
692,介護老人保健施設青 戸こはるびの里,介護老人保健施設,1357081458-00,520,0,0,30,2017-07-06,0/0人,2026-09-20T19:27:10+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357081458-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357081458-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
693,介護老人保健施設リ ハビリケアかつしか,介護老人保健施設,1352280018-00,520,12,120,6,2023-08-05,12/120人,2026-09-20T19:27:12+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1352280018-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1352280018-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
694,ヴィット,介護老人保健施設,1357080203-00,520,0,48,20,2022-09-07,0/48人,2026-09-20T19:27:14+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080203-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080203-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
695,介護老人保健施設 ジェロントピア菊華,介護老人保健施設,1357080229-00,520,,150,4,,,2026-09-20T19:27:17+09:00,200,200,ok_partial_public_value,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080229-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080229-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
696,ビーバス成光苑,介護老人保健施設,1357080377-00,520,10,100,0,2020-09-02,10/100人,2026-09-20T19:27:19+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080377-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080377-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
697,くすのきの里,介護老人保健施設,1357080492-00,520,,,,,,2026-09-20T19:27:21+09:00,200,200,ok_no_public_value,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080492-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080492-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
698,ひまわり,介護老人保健施設,1357080542-00,520,0,0,15,2026-03-31,0/0人,2026-09-20T19:27:24+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080542-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080542-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
699,やすらぎ,介護老人保健施設,1357080880-00,520,0,0,1,2025-08-29,0/0人,2026-09-20T19:27:26+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080880-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080880-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
700,介護老人保健施設こでまり,介護老人保健施設,1357081268-00,520,0,0,0,2021-11-24,0/0人,2026-09-20T19:27:28+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357081268-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357081268-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
701,介護老人保健施設めぐみ,介護老人保健施設,1357081292-00,520,0,0,0,2016-08-25,0/0人,2026-09-20T19:27:32+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357081292-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357081292-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
702,森山ケアセンター 介護老人保健施設,介護老人保健施設,1352380016-00,520,0,0,0,,0/0人,2026-09-20T19:27:37+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1352380016-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1352380016-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
703,ハイネス憩の丘,介護老人保健施設,1357080088-00,520,12,107,0,2023-09-13,12/107人,2026-09-20T19:27:39+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080088-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080088-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
704,南大沢ホロス由木,介護老人保健施設,1357080096-00,520,14,142,201,2018-07-12,14/142人,2026-09-20T19:27:41+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080096-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080096-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
705,ウエストケアセンター,介護老人保健施設,1357080112-00,520,7,128,0,2024-11-01,7/128人,2026-09-20T19:27:44+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080112-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080112-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
706,エンジェルコート,介護老人保健施設,1357080138-00,520,0,0,0,2025-03-31,0/0人,2026-09-20T19:27:46+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080138-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080138-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
707,ハートランドぐらんぱ・ぐらんま,介護老人保健施設,1357080187-00,520,0,0,0,2023-07-29,0/0人,2026-09-20T19:27:48+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080187-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080187-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
708,介護老人保健施設ゆうむ,介護老人保健施設,1357080237-00,520,6,100,0,2025-07-29,6/100人,2026-09-20T19:27:51+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080237-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080237-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
709,イマジン,介護老人保健施設,1357080310-00,520,0,0,3,2022-08-14,0/0人,2026-09-20T19:27:53+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080310-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080310-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
710,介護老人保健施設ア メイズ,介護老人保健施設,1352980013-00,520,5,100,16,2024-11-07,5/100人,2026-09-20T19:27:55+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1352980013-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1352980013-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
711,立川老人保健施設 わかば,介護老人保健施設,1357080674-00,520,0,0,0,2025-08-14,0/0人,2026-09-20T19:27:57+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080674-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080674-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
712,介護老人保健施設 パークサイドヴィラ,介護老人保健施設,1357080781-00,520,10,100,10,2025-08-06,10/100人,2026-09-20T19:28:00+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080781-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080781-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
713,介護老人保健施設 国立あおやぎ苑立川,介護老人保健施設,1357081318-00,520,0,0,3,2025-03-27,0/0人,2026-09-20T19:28:02+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357081318-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357081318-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
714,あんず苑,介護老人保健施設,1357080120-00,520,0,0,5,2025-07-25,0/0人,2026-09-20T19:28:04+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080120-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080120-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
715,介護老人保健施設あ んず苑アネックス,介護老人保健施設,1353380015-00,520,0,0,3,2025-07-25,0/0人,2026-09-20T19:28:07+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1353380015-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1353380015-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
716,ハウスグリーンパーク,介護老人保健施設,1357080906-00,520,0,0,0,2025-10-15,0/0人,2026-09-20T19:28:09+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080906-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080906-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
717,サンセール武蔵野,介護老人保健施設,1353380023-00,520,0,0,16,2021-11-11,0/0人,2026-09-20T19:28:11+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1353380023-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1353380023-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
718,三鷹市牟礼老人保健施設はなかいどう,介護老人保健施設,1357080682-00,520,0,0,0,2016-08-19,0/0人,2026-09-20T19:28:13+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080682-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080682-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
719,太郎,介護老人保健施設,1357080997-00,520,0,0,2,2026-04-18,0/0人,2026-09-20T19:28:16+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080997-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080997-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
720,介護老人保健施設 三鷹中央リハケアセン ター,介護老人保健施設,1357081417-00,520,10,100,10,2025-08-08,10/100人,2026-09-20T19:28:18+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357081417-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357081417-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
721,介護老人保健施設三 鷹ロイヤルの丘,介護老人保健施設,1353680018-00,520,3,120,0,2024-11-02,3/120人,2026-09-20T19:28:20+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1353680018-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1353680018-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
722,介護老人保健施設 青梅すえひろ苑,介護老人保健施設,1357080153-00,520,0,0,18,2025-08-14,0/0人,2026-09-20T19:28:22+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080153-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080153-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
723,メディケア梅の園,介護老人保健施設,1357080625-00,520,1,100,1,2025-07-24,1/100人,2026-09-20T19:28:25+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080625-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080625-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
724,介護老人保健施設 西東京ケアセンター,介護老人保健施設,1352880015-00,520,0,0,23,2019-08-14,0/0人,2026-09-20T19:28:27+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1352880015-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1352880015-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
725,葵の園・武蔵府中,介護老人保健施設,1357080534-00,520,10,100,0,2025-08-12,10/100人,2026-09-20T19:28:29+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080534-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080534-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
726,介護老人保健施設フ ァミリート府中,介護老人保健施設,1353880022-00,520,0,0,5,,0/0人,2026-09-20T19:28:32+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1353880022-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1353880022-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
727,介護老人保健施設ウイング,介護老人保健施設,1357080716-00,520,0,0,4,2026-04-22,0/0人,2026-09-20T19:28:34+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080716-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080716-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
728,介護老人保健施設ふ れあいの里,介護老人保健施設,1353880014-00,520,3,180,0,2025-09-11,3/180人,2026-09-20T19:28:36+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1353880014-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1353880014-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
729,アゼリア,介護老人保健施設,1357080401-00,520,0,0,0,2025-08-12,0/0人,2026-09-20T19:28:38+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080401-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080401-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
730,介護老人保健施設なごみの里,介護老人保健施設,1357081227-00,520,7,150,0,2025-07-17,7/150人,2026-09-20T19:28:41+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357081227-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357081227-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
731,介護老人保健施設ア ゼリアアネックス,介護老人保健施設,1354080010-00,520,6,28,0,2025-08-12,6/28人,2026-09-20T19:28:43+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1354080010-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1354080010-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
732,介護老人保健施設 いちいの杜,介護老人保健施設,1354080028-00,520,,100,0,,,2026-09-20T19:28:45+09:00,200,200,ok_partial_public_value,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1354080028-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1354080028-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
733,フロリール調布,介護老人保健施設,1357080062-00,520,0,0,0,2017-07-22,0/0人,2026-09-20T19:28:48+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080062-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080062-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
734,介護老人保健施設 グリーンガーデン青樹,介護老人保健施設,1357080161-00,520,0,0,2,2025-08-08,0/0人,2026-09-20T19:28:50+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080161-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080161-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
735,花水木,介護老人保健施設,1357080211-00,520,4,150,0,2025-08-09,4/150人,2026-09-20T19:28:52+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080211-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080211-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
736,いなほ,介護老人保健施設,1357080799-00,520,0,0,0,2025-12-03,0/0人,2026-09-20T19:28:54+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080799-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080799-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
737,町田さくらんぼ,介護老人保健施設,1357080146-00,520,2,120,0,2024-10-24,2/120人,2026-09-20T19:28:57+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080146-00&ServiceCd=520&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1357080146-00&ServiceCd=520&action_kouhyou_detail_024_kihon=true
